customer_id,start_day,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,future_redemptions
11172183,tuesday,verifyfunded,gap,gap,gap,gap,session0,gap,gap,session0,session200,gap,gap,gap,gap,0
11132794,saturday,engagefunded,gap,gap,session200,verifyfunded,gap,gap,gap,gap,gap,gap,session200,gap,gap,0
11159283,monday,session200,gap,gap,gap,gap,gap,gap,session500,gap,gap,gap,engageselffunded,gap,gap,0
11124394,saturday,engageselffunded,gap,gap,gap,gap,gap,gap,session300,gap,verifyselffunded,gap,gap,gap,gap,0
11102988,thursday,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11100672,thursday,session200,gap,gap,engageselffunded,gap,gap,gap,gap,gap,gap,verifyselffunded,gap,session300,gap,3
11092979,wednesday,verifyselffunded,session0,session200,session0,gap,verifyfunded,session100,gap,gap,gap,gap,gap,gap,gap,0
11140483,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11109992,thursday,gap,gap,engagefunded,verifyfunded,session0,gap,gap,gap,gap,gap,session0,gap,gap,gap,2
11132495,saturday,engagefunded,session0,session0,session0,session100,gap,session0,verifyfunded,engagefunded,session100,verifyfunded,session0,session0,gap,9
11144976,sunday,session600,gap,session0,gap,gap,verifyfunded,verifyselffunded,gap,gap,gap,gap,session300,session100,gap,0
11156183,monday,verifyselffunded,engageselffunded,session300,verifyselffunded,verifyselffunded,gap,verifyfunded,verifyselffunded,session100,session200,gap,gap,verifyfunded,gap,1
11149973,sunday,session300,gap,gap,gap,gap,gap,gap,session200,session100,verifyselffunded,session500,session300,verifyfunded,gap,0
11176187,tuesday,verifyfunded,verifyselffunded,gap,session0,verifyselffunded,session400,session0,verifyfunded,engageselffunded,gap,gap,gap,gap,gap,3
11140886,sunday,verifyfunded,verifyselffunded,verifyselffunded,session100,engagefunded,session0,session100,verifyselffunded,session0,gap,session0,session0,gap,verifyfunded,2
11124798,saturday,engagefunded,gap,gap,gap,gap,gap,gap,engagefunded,gap,gap,gap,gap,gap,gap,0
11177189,tuesday,engagefunded,session300,gap,gap,session1200,verifyfunded,verifyselffunded,session3600,engagefunded,session200,gap,verifyfunded,engagefunded,verifyselffunded,11
11174576,tuesday,gap,gap,gap,engagefunded,gap,gap,engagefunded,verifyfunded,verifyfunded,gap,engagefunded,gap,engagefunded,verifyfunded,8
11133680,saturday,engagefunded,verifyselffunded,engagefunded,engagefunded,verifyfunded,engagefunded,verifyfunded,verifyfunded,verifyfunded,verifyfunded,verifyfunded,verifyfunded,engagefunded,gap,3
11169482,tuesday,verifyselffunded,engagefunded,session500,session1900,engagefunded,verifyfunded,session3600,verifyfunded,session1900,engagefunded,verifyfunded,verifyfunded,session200,gap,26
11085790,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088188,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11089581,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11090783,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11091593,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11093082,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11093181,wednesday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11094177,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11094977,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11110984,thursday,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,engageselffunded,gap,0
11173085,tuesday,gap,gap,gap,gap,gap,gap,verifyfunded,session3600,gap,engagefunded,gap,gap,gap,verifyfunded,0
11148192,sunday,verifyfunded,session100,session300,session400,gap,gap,gap,session200,session100,session100,session0,session100,session0,verifyfunded,0
11159192,monday,session400,gap,gap,engagefunded,engagefunded,gap,engageselffunded,verifyselffunded,engagefunded,engageselffunded,session100,gap,gap,gap,0
11120294,friday,engagefunded,gap,session400,verifyselffunded,gap,engagefunded,engagefunded,verifyfunded,gap,gap,gap,gap,gap,gap,0
11124875,saturday,verifyfunded,session500,gap,session400,gap,gap,gap,gap,gap,gap,session0,session300,gap,gap,1
11119679,friday,session1200,gap,session100,gap,gap,gap,gap,session200,gap,verifyselffunded,gap,gap,gap,gap,0
11108088,thursday,session300,gap,gap,gap,gap,verifyselffunded,gap,session100,gap,gap,gap,gap,gap,gap,1
11144581,sunday,session100,session0,gap,gap,gap,gap,gap,session100,gap,engagefunded,verifyfunded,session100,session0,gap,0
11103086,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,1
11088994,wednesday,session700,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,verifyfunded,2
11151194,sunday,session300,gap,gap,gap,gap,gap,gap,engagefunded,verifyfunded,verifyselffunded,session300,session1100,session0,gap,0
11174474,tuesday,session1300,session300,session300,session100,gap,verifyselffunded,session400,session0,session300,session400,session200,gap,session300,gap,0
11178477,tuesday,verifyfunded,gap,gap,gap,gap,verifyselffunded,gap,gap,session100,gap,gap,gap,gap,gap,3
11108984,thursday,engagefunded,gap,gap,session0,gap,gap,verifyselffunded,engagefunded,gap,gap,gap,gap,gap,engageselffunded,1
11138891,sunday,verifyfunded,gap,engagefunded,session100,session300,session100,gap,session100,gap,gap,session200,session100,gap,gap,7
11117075,friday,gap,gap,session100,session0,gap,gap,gap,gap,engageselffunded,gap,gap,gap,gap,engagefunded,2
11114372,friday,session600,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11125082,saturday,verifyfunded,gap,gap,gap,verifyfunded,gap,session0,gap,engagefunded,gap,engagefunded,session1300,gap,gap,1
11178677,tuesday,session0,gap,gap,engageselffunded,verifyfunded,session100,gap,session300,session100,gap,gap,session100,gap,gap,2
11167196,tuesday,engageselffunded,gap,session0,gap,gap,engagefunded,session200,verifyselffunded,gap,gap,gap,gap,gap,gap,2
11119194,friday,engagefunded,gap,session1100,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,3
11131086,saturday,verifyfunded,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,verifyfunded,2
11159777,monday,engagefunded,session0,session100,verifyselffunded,engagefunded,engageselffunded,verifyfunded,verifyfunded,session0,engagefunded,gap,engagefunded,engagefunded,gap,3
11100297,thursday,session600,gap,gap,verifyfunded,gap,session300,session0,session100,gap,session100,session500,gap,session100,gap,0
11156273,monday,engagefunded,gap,gap,gap,verifyselffunded,engagefunded,session100,gap,gap,engagefunded,session500,session500,verifyfunded,gap,8
11085173,wednesday,session200,session0,gap,gap,engageselffunded,gap,gap,gap,gap,gap,gap,gap,session0,gap,0
11092690,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092771,wednesday,session0,gap,session300,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092971,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092987,wednesday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11094795,wednesday,gap,gap,gap,gap,session600,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11094899,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11098885,thursday,session1300,gap,gap,gap,gap,session1000,gap,gap,gap,gap,gap,gap,gap,gap,0
11100574,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11101998,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11105573,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11167598,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11171391,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11121995,friday,session300,gap,gap,engagefunded,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,0
11171981,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11178086,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11171790,tuesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11164695,monday,session400,gap,gap,engagefunded,gap,gap,gap,session300,gap,gap,gap,gap,gap,gap,0
11161382,monday,verifyfunded,gap,gap,session0,gap,gap,gap,verifyfunded,gap,gap,gap,gap,gap,gap,1
11178294,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11156182,monday,session0,gap,gap,session0,gap,gap,verifyselffunded,gap,gap,session0,session0,session100,gap,gap,0
11150190,sunday,session100,gap,session100,gap,gap,gap,gap,session0,engageselffunded,gap,gap,gap,gap,gap,0
11165296,monday,gap,gap,session600,session900,gap,gap,gap,engagefunded,gap,gap,gap,gap,gap,gap,0
11158475,monday,engagefunded,gap,gap,session100,gap,gap,session300,gap,gap,gap,session200,gap,gap,gap,0
11096889,wednesday,gap,gap,gap,gap,gap,gap,gap,session300,gap,gap,gap,gap,session500,gap,0
11100284,thursday,session600,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11107074,thursday,verifyselffunded,engageselffunded,gap,session0,gap,engagefunded,session100,gap,gap,gap,gap,gap,gap,gap,0
11135494,saturday,gap,gap,gap,gap,gap,gap,verifyselffunded,session100,gap,session100,session400,gap,gap,gap,2
11165997,monday,engageselffunded,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,0
11146777,sunday,session100,gap,session1300,gap,gap,gap,gap,engageselffunded,gap,gap,gap,gap,gap,gap,0
11113679,friday,session2600,gap,session1300,session400,verifyselffunded,session2500,session400,engageselffunded,session600,verifyselffunded,session1000,session100,verifyselffunded,gap,0
11165085,monday,verifyfunded,session700,engagefunded,gap,verifyfunded,session700,gap,gap,gap,session100,gap,session600,session1300,gap,1
11133299,saturday,engagefunded,gap,verifyfunded,session300,gap,gap,engageselffunded,gap,gap,verifyselffunded,session0,engagefunded,gap,verifyselffunded,0
11175495,tuesday,verifyfunded,session800,verifyselffunded,session100,session100,gap,gap,gap,gap,gap,session600,gap,gap,gap,0
11137279,saturday,session200,gap,gap,gap,session100,gap,engageselffunded,session200,session0,gap,gap,gap,gap,gap,1
11105681,thursday,engagefunded,gap,gap,verifyfunded,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104585,thursday,session200,gap,gap,gap,engageselffunded,session500,verifyselffunded,session100,gap,gap,engagefunded,gap,gap,gap,0
11163790,monday,engagefunded,gap,session100,gap,gap,gap,gap,gap,gap,gap,engagefunded,gap,engagefunded,gap,1
11113590,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,session100,session0,gap,2
11118186,friday,engagefunded,gap,gap,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,1
11143991,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11121487,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,1
11135299,saturday,verifyselffunded,session800,engagefunded,gap,gap,gap,gap,session200,gap,gap,session0,gap,session0,gap,0
11179176,tuesday,verifyselffunded,gap,gap,gap,gap,gap,gap,session100,session0,session0,session0,gap,session100,gap,0
11175796,tuesday,engagefunded,gap,engagefunded,verifyfunded,gap,gap,session0,gap,gap,gap,gap,gap,gap,verifyselffunded,0
11114782,friday,verifyselffunded,gap,engagefunded,verifyfunded,gap,engageselffunded,verifyselffunded,engagefunded,session500,gap,session200,engagefunded,verifyfunded,engagefunded,7
11101787,thursday,session300,gap,gap,engagefunded,gap,gap,gap,gap,gap,session200,gap,gap,gap,engagefunded,3
11167275,tuesday,verifyfunded,session0,session0,session0,gap,gap,gap,gap,session200,session0,session100,gap,gap,gap,1
11130873,saturday,session3600,session700,session200,gap,session600,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11112083,friday,verifyfunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11113692,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11118283,friday,session200,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11119177,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11119388,friday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11121380,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11124572,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11122698,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11125779,saturday,session200,gap,gap,session400,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11103377,thursday,gap,session0,gap,gap,session700,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127084,saturday,session2100,gap,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127875,saturday,session400,session200,session1000,session0,session0,session200,gap,session100,session0,gap,session200,session0,gap,gap,0
11101985,thursday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11131487,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11131777,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11132190,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,0
11133699,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11134782,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11135485,saturday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11138276,sunday,session600,gap,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11131688,saturday,verifyfunded,gap,gap,gap,gap,gap,gap,engagefunded,gap,verifyfunded,gap,gap,gap,gap,0
11127081,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11143682,sunday,session100,session600,gap,gap,session2400,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11145477,sunday,session800,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11147493,sunday,session300,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,0
11150582,sunday,gap,gap,gap,gap,gap,gap,session100,gap,gap,gap,gap,gap,gap,gap,0
11152880,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11093483,wednesday,session1600,gap,gap,gap,session1500,engagefunded,gap,session100,gap,gap,gap,gap,gap,gap,0
11152489,sunday,verifyselffunded,gap,session0,gap,gap,session400,gap,gap,gap,session0,gap,gap,gap,gap,0
11174881,tuesday,verifyfunded,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11142993,sunday,session0,gap,session200,session200,session800,session200,session100,verifyselffunded,session100,session100,session0,gap,session200,gap,0
11166695,tuesday,verifyselffunded,gap,gap,session500,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162394,monday,gap,gap,gap,gap,gap,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,0
11148178,sunday,gap,gap,gap,gap,verifyfunded,session600,session100,session100,gap,gap,gap,gap,gap,gap,0
11104184,thursday,verifyfunded,gap,gap,gap,gap,session0,gap,engagefunded,engagefunded,gap,gap,gap,verifyfunded,gap,0
11109891,thursday,verifyselffunded,session100,gap,session0,gap,gap,session200,verifyselffunded,gap,gap,gap,gap,session100,gap,0
11114477,friday,engageselffunded,session100,gap,session100,gap,gap,gap,session0,gap,gap,gap,gap,verifyselffunded,gap,0
11106181,thursday,session200,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,verifyfunded,0
11097992,wednesday,session1200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11128882,saturday,engageselffunded,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,session300,gap,gap,0
11096080,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,session300,gap,gap,gap,gap,gap,gap,0
11097075,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11099589,thursday,verifyfunded,session200,session100,verifyfunded,gap,session300,gap,gap,session0,gap,gap,gap,gap,gap,0
11102499,thursday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11104971,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11105277,thursday,gap,gap,gap,gap,gap,gap,gap,session200,gap,session300,gap,gap,gap,gap,0
11105379,thursday,engagefunded,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11105885,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11113794,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11120975,friday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11122288,friday,session300,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,0
11127790,saturday,verifyfunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11086773,wednesday,session400,gap,session700,verifyfunded,session400,gap,session100,gap,gap,gap,session300,gap,gap,gap,0
11106881,thursday,engagefunded,gap,session3600,session200,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,0
11129978,saturday,engagefunded,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,session3600,gap,gap,0
11132283,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11141580,sunday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11142675,sunday,engageselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11147389,sunday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11152975,monday,session800,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11153777,monday,session200,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11154897,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11156482,monday,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11162382,monday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11166498,monday,session600,session0,session100,gap,gap,gap,gap,session0,session100,gap,session0,session0,gap,gap,0
11168486,tuesday,session200,gap,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11144083,sunday,session400,gap,session400,session0,gap,session200,session0,gap,gap,gap,session0,gap,session0,gap,0
11091983,wednesday,verifyselffunded,gap,gap,gap,gap,verifyselffunded,session300,session300,gap,gap,gap,gap,verifyselffunded,gap,0
11164090,monday,gap,gap,gap,session200,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11124679,saturday,session200,gap,gap,session0,gap,session0,gap,engagefunded,gap,session100,gap,gap,gap,gap,0
11110698,thursday,gap,gap,gap,gap,gap,gap,gap,gap,session300,gap,gap,gap,gap,gap,0
11131076,saturday,engagefunded,engagefunded,verifyfunded,verifyfunded,engagefunded,gap,engagefunded,verifyfunded,session100,engagefunded,engagefunded,session200,engagefunded,gap,0
11135096,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11106496,thursday,engagefunded,session3600,gap,session100,gap,gap,gap,gap,gap,gap,session300,engagefunded,gap,gap,0
11166471,monday,session300,engageselffunded,gap,gap,gap,gap,engageselffunded,session0,gap,gap,gap,gap,gap,gap,0
11149875,sunday,session300,gap,session100,session0,gap,gap,gap,session200,gap,session500,gap,gap,gap,gap,0
11147989,sunday,verifyfunded,session2000,gap,session100,gap,gap,verifyfunded,verifyselffunded,gap,gap,gap,gap,gap,gap,0
11130588,saturday,verifyselffunded,gap,verifyselffunded,gap,gap,gap,gap,gap,session200,verifyselffunded,gap,verifyselffunded,gap,gap,0
11118776,friday,verifyselffunded,gap,gap,gap,gap,session0,gap,gap,gap,session200,gap,gap,engagefunded,gap,0
11164684,monday,verifyfunded,session200,session100,session0,gap,session100,session300,session200,gap,session200,gap,engagefunded,verifyfunded,gap,0
11159590,monday,engagefunded,verifyfunded,session200,session400,session100,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,6
11136777,saturday,verifyselffunded,session0,gap,gap,gap,gap,gap,verifyselffunded,gap,gap,gap,gap,gap,gap,1
11116178,friday,verifyfunded,verifyfunded,engagefunded,verifyselffunded,session200,session0,session300,gap,session0,gap,gap,gap,gap,gap,5
11153877,monday,engagefunded,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11139377,sunday,session1100,gap,gap,session200,gap,session0,verifyselffunded,gap,session400,gap,session500,session100,session100,verifyfunded,1
11113483,friday,gap,gap,gap,gap,gap,gap,gap,engagefunded,verifyfunded,gap,gap,gap,gap,gap,0
11174276,tuesday,verifyselffunded,engageselffunded,session0,session200,verifyselffunded,verifyselffunded,session200,session100,session300,session0,session500,engagefunded,session600,verifyfunded,1
11138880,sunday,engagefunded,verifyfunded,verifyfunded,engagefunded,session0,verifyfunded,verifyfunded,session100,gap,session100,verifyfunded,session0,engageselffunded,verifyfunded,35
11087282,wednesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11087972,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088789,wednesday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088897,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11090795,wednesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11091875,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11095893,wednesday,engagefunded,gap,gap,session300,gap,session0,gap,session0,gap,session100,gap,session0,session0,gap,0
11099879,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11109899,thursday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11110078,thursday,engagefunded,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11114080,friday,session100,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11117180,friday,session400,session700,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11118277,friday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11121191,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11125083,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127294,saturday,gap,gap,gap,gap,gap,gap,session1400,gap,gap,gap,gap,gap,gap,gap,0
11117271,friday,verifyselffunded,gap,gap,gap,gap,gap,engagefunded,gap,gap,gap,gap,gap,gap,gap,0
11131490,saturday,engageselffunded,gap,session400,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11140799,sunday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11118586,friday,verifyfunded,gap,verifyfunded,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11137291,saturday,engageselffunded,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11142982,sunday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11143397,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11144694,sunday,engagefunded,gap,gap,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11144773,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11146995,sunday,session900,gap,gap,gap,session800,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11149376,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11149776,sunday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11153173,monday,engageselffunded,gap,gap,gap,gap,gap,gap,session3600,gap,gap,gap,gap,gap,gap,0
11166777,tuesday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11088684,wednesday,session200,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11092095,wednesday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11097782,wednesday,session200,gap,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11098297,thursday,verifyselffunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11101877,thursday,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11108685,thursday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11114478,friday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,session0,gap,0
11119699,friday,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11120392,friday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11122586,friday,engagefunded,session0,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11124579,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,session0,gap,gap,gap,gap,gap,0
11126388,saturday,session100,session600,gap,session0,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11126676,saturday,engagefunded,session100,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11127595,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11132374,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11133297,saturday,session300,gap,session300,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11133883,saturday,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11134895,saturday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11137991,sunday,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
11138783,sunday,session200,gap,gap,session100,session100,gap,gap,gap,gap,gap,gap,session0,gap,gap,0
11138988,sunday,verifyfunded,engagefunded,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,gap,0
